非洲	Afrique
嘉兴市	Jiaxing
金华市	Jinhua
衢州	Quzhou
台州市	Taizhou (Zhejiang)
舟山市	Zhoushan
迪斯科	Disco
沧浪区	District de Canglang
阉	Castration
老虫	Muroidea
以色列国防军	Armée de défense d'Israël
寿春机场	Aéroport de Thọ Xuân
嘟嘟車	Tuk-tuk
海蒂·克鲁姆	Heidi Klum
拉吉倪甘斯	Rajinikanth
空军	Composante aérienne militaire
周庄镇 (昆山)	Zhouzhuang
大名	Daimyō
太仓	Taicang
劳莱士表	Rolex
数码照相机	Appareil photographique numérique
数词	Adjectif numéral
哈里发	Calife
汇率	Taux de change
青森县	Préfecture d'Aomori
福岛县	Préfecture de Fukushima
青蛙	Rana (genre)
海防市	Hải Phòng
斯堪的纳维亚半岛	Péninsule Scandinave
里尔克	Rainer Maria Rilke
排列组合	Combinatoire
鲍林标度	Électronégativité
街道	Rue
Wikipedia:新闻发布	Wikipédia:Annonces
机器翻译	Traduction automatique
阿根廷国家足球队	Équipe d'Argentine de football
面向对象程式编制	Programmation orientée objet
千叶县	Préfecture de Chiba
定积分	Intégration (mathématiques)
故宫	Cité interdite
泰米尔猛虎解放组织	Tigres de libération de l'Îlam tamoul
印度卢比	Roupie indienne
Microsoft Outlook	Microsoft Outlook
早饭	Déjeuner
自动银行出纳机	Guichet automatique bancaire
秋田县	Préfecture d'Akita
乌克兰元	Hryvnia
Ségolène Royal	Ségolène Royal
通用汽车	General Motors
1998年个中国水灾	Inondations du Yangzi Jiang en 1998
差头	Taxi
乌赛	Zone géographique
雷 (天气)	Tonnerre
滇池	Lac Dian
尼扎·拉言	Nizar Rayyan
拿塔莎 康埔西	Natascha Kampusch
新浪微博	Sina Weibo
模板:Cite book	Modèle:Ouvrage
香农 (计算数学家)	Claude Shannon
宝莱坞	Bollywood
索里亚省	Liste des communes de la province de Soria
三角函数	Fonction trigonométrique
2009年甲型H1N1流感疫情	Grippe A (H1N1) de 2009
草	Adventice
文瑾莹	Moon Geun-young
2004年欧洲足球冠军赛	Championnat d'Europe de football 2004
严重急性呼吸道综合症	Syndrome respiratoire aigu sévère lié au coronavirus
Flickr	Flickr
John C. Mather	John C. Mather
索尔·珀尔马特	Saul Perlmutter
希腊数字	Numération grecque
俞正声	Yu Zhengsheng
克里米亚鞑靼人	Tatars de Crimée
伊斯兰圣战组织 (巴勒斯坦)	Jihad islamique palestinien
2011年亚洲杯足球比赛入围赛	Éliminatoires de la Coupe d'Asie 2011
爱媛县	Préfecture d'Ehime
圣灰星期三	Mercredi des Cendres
邻舍	Quartier (ville)
沙地	Steppe
鸡窠生凤凰 (电影)	Slumdog Millionaire
浦东新区	District de Pudong
天坛	Temple du ciel
外滩	Bund (Shanghai)
山形县	Préfecture de Yamagata
基呒湖	Lac Kivu
东野圭吾	Keigo Higashino
电子工程	Ingénierie électronique
台湾海峡	Détroit de Taïwan
神奈川县	Préfecture de Kanagawa
中国地区	Région de Chūgoku
长野县	Préfecture de Nagano
埼玉县	Préfecture de Saitama
笼	Cage
英属印度	Raj britannique
法国高速铁路	TGV
Ϝ	Digamma
群马县	Préfecture de Gunma
Ϙ	Koppa
Hugh Jackman	Hugh Jackman
兵库县	Préfecture de Hyōgo
2004年东南亚大地震搭海啸	Séisme et tsunami de 2004 dans l'océan Indien
李准基	Lee Joon-gi
安娜·库妮可娃	Anna Kournikova
天线	Antenne radioélectrique
泰国湾	Golfe de Thaïlande
2000年欧洲足球冠军赛	Championnat d'Europe de football 2000
Ϛ	Stigma
兵房	Caserne (militaire)
石川县	Préfecture d'Ishikawa
妓院	Lupanar
国际单位制词头	Préfixes du système international d'unités
静冈县	Préfecture de Shizuoka
对话	Dialogue
Ͳ	Sampi
农民	Agriculteur
葡蛮郎	Boomerang
渧拉米酥	Tiramisu
Ϻ	San (lettre grecque)
毛巾	Serviette de bain
钱包	Portefeuille
春节	Nouvel an chinois
麻生太郎	Tarō Asō
无产阶级	Prolétariat
弥撒	Messe
Naomi Watts	Naomi Watts
座头鲸	Baleine à bosse
冈山县	Préfecture d'Okayama
赌场	Casino (lieu)
撒旦教	Satanisme théiste
彰化县	Comté de Changhua
农历	Calendrier chinois
克罗地亚国家足球队	Équipe de Croatie de football
巴尔喀什湖	Lac Balkhach
丹尼·波尔	Danny Boyle
泰国旗	Drapeau de la Thaïlande
希腊国家足球队	Équipe de Grèce de football
峨眉山	Mont Emei
Zip	ZIP (format de fichier)
冰壶	Curling
巴拉同 斯里恰乓	Paradorn Srichaphan
台南市	Tainan
太湖	Lac Tai
研究生	Cycle postgrade dans les systèmes universitaires anglo-saxons
加蒂诺市 (魁北克)	Gatineau
针	Aiguille à coudre
加合拉·孛何妮	Carla Bruni-Sarkozy
北仑区	District de Beilun
欧楂	Néflier
袁枚	Yuan Mei
卡哟儿	Kajol
魔幻现实主义	Réalisme magique
潘玉良	Pan Yiliang
勒	Bride (équitation)
义和团	Révolte des Boxers
李芙妮	Tzipi Livni
列宁搿拉德围城搭仔保卫战	Siège de Léningrad
1988年欧洲足球冠军赛	Championnat d'Europe de football 1988
皇家夜总会 (电影)	Casino Royale (film, 2006)
薯条	Frite
吉赛尔·邦臣	Gisele Bündchen
塔塔拿挪	Tata Nano
特强气旋风暴纳尔吉斯	Cyclone Nargis
2008年希腊街头骚乱	Émeute de 2008 en Grèce
半岛战争	Guerre d'indépendance espagnole
日本杯	Japan Cup (hippisme)
利奧波德咖啡馆	Leopold Cafe
丽水县	District de Lệ Thủy
Bipasha Basu	Bipasha Basu
纳吉丝	Nargis (actrice)
英国电视电影艺术学院奖	British Academy of Film and Television Arts
毛纳洛火山	Mauna Loa
荷兰东印度公司	Compagnie néerlandaise des Indes orientales
富牌国际机场	Aéroport international de Phú Bài
铁路轨道	Voie ferrée
斷背山	Le Secret de Brokeback Mountain
雀巢公司	Nestlé
环球小姐	Miss Univers
ADSL	Asymmetric Digital Subscriber Line
1992年欧洲足球冠军赛	Championnat d'Europe de football 1992
奥斯区亚国家足球队	Équipe d'Autriche de football
伦敦德里城	Derry
新干线	Shinkansen
达新	Thaksin Shinawatra
Olga Kurylenko	Olga Kurylenko
瑞士国家足球队	Équipe de Suisse de football
莲姜国际机场	Aéroport de Liên Khuong
金泳三	Kim Young-sam
星海爭霸	StarCraft
波兰国家足球队	Équipe de Pologne de football
瑞穗银行	Mizuho Financial Group
姑蘇區	District de Gusu
祖父母	Aïeul
环球影视城	Universal Studios
罗马尼亚国家足球队	Équipe de Roumanie de football
唐宁街10号	10 Downing Street
小仲马	Alexandre Dumas fils
芹苴机场	Aéroport international de Cần Thơ
罗杰·科恩伯格	Roger Kornberg
2008年末─2009年初加沙地带大规模军事行动	Guerre de Gaza de 2008-2009
利息	Intérêt (finance)
直接民主制	Démocratie directe
橡胶擦子	Gomme à effacer
幽老猫	Cache-cache
ا	Alif
ت	Tāʾ
ث	Thā
ج	Jīm
萨丽	Sari (vêtement)
1960年欧洲足球国家杯	Championnat d'Europe de football 1960
几何原本	Éléments d'Euclide
خ	Khā
د	Dāl
数码信号处理	Traitement numérique du signal
ر	Rā
解热镇痛药	Antalgique
木版画	Xylographie
世界小姐	Miss Monde
长沙市	Changsha
阿披实	Abhisit Vejjajiva
越南国家航空公司	Vietnam Airlines
伦敦政治经济学院	London School of Economics
油画	Peinture à l'huile
达乃 乌同秋克	Danai Udomchoke
Portal:历史	Portail:Histoire
泥石流	Coulée de boue
洲际弹道飞弹	Missile balistique intercontinental
物流	Logistique
遗传转录	Transcription (biologie)
繁体字	Sinogramme traditionnel
宦官	Eunuque
虱误	Bug (informatique)
阿歷克山德拉·柯倫泰	Alexandra Kollontaï
George F. Smoot	George Fitzgerald Smoot
Ϸ	Sho
锡克金庙	Temple d'Or
酋长航空公司	Emirates
1996年欧洲足球冠军赛	Championnat d'Europe de football 1996
消费者物价指数	Indice des prix à la consommation
国际足球联合会世界排名表	Classement mondial de la FIFA
卡本塔里亚湾	Golfe de Carpentarie
超级市场	Supermarché
章子怡	Zhang Ziyi
Heineken	Heineken
威尔士国家足球队	Équipe du pays de Galles de football
千分比	Pour mille
高雄市	Kaohsiung
病人	Patient
基拉尼湖	Lacs de Killarney
1980年欧洲足球冠军赛	Championnat d'Europe de football 1980
1968年欧洲足球冠军赛	Championnat d'Europe de football 1968
1964年欧洲足球国家杯	Championnat d'Europe de football 1964
印第安纳琼斯 —— 水晶骷髅王国	Indiana Jones et le Royaume du crâne de cristal
1972年欧洲足球冠军赛	Championnat d'Europe de football 1972
Bayes定理	Théorème de Bayes
美人魚	Sirène
普吉府	Province de Phuket
1984年欧洲足球冠军赛	Championnat d'Europe de football 1984
亚历山大	Alexandrie (homonymie)
昆明	Kunming
老呒所依	No Country for Old Men
东京铁塔	Tour de Tokyo
兰州市	Lanzhou
佛來崮	Le Puy-en-Velay
头趟公开募股	Introduction en bourse
羅迪尼亞	Rodinia
欧里维娅	Olivia Newton-John
Knol	Knol
Ͱ	Hêta (lettre grecque)
法国航空447号班机	Vol 447 Air France
共享软件	Shareware
简化字	Sinogramme simplifié
Lend Lease	Lend Lease Corporation
Mike Myers	Mike Myers
文雅信使	Mercure de France
薄拉特 (电影)	Borat (film)
張勉	Chang Myon
耳機	Casque audio
利库德党	Likoud
洛阳	Luoyang
淞河	Saône
白鳍豚	Dauphin de Chine
雅拉脉郡	Comté de la chaîne Yarra
1976年欧洲足球冠军赛	Championnat d'Europe de football 1976
平昌郡	District de Pyeongchang
藤球	Sepak takraw
亚洲开发银行	Banque asiatique de développement
奖学金	Bourse d'étude
矮马	Poney
匈奴编年史	Xiongnu
孟子	Mencius
帝国理工	Imperial College London
曾国藩	Zeng Guofan
卫生	Santé publique
桂林	Guilin
雪兰莪州	Selangor
海口市	Haikou
海拔	Altitude
挪威广播公司	Norsk rikskringkasting
中原地区	Plaine centrale (Chine)
第一趟鸦片战争	Première guerre de l'opium
声调	Langue à tons
基督山伯爵	Le Comte de Monte-Cristo
玛丽女王2号	Queen Mary 2
法国总统	Président de la République française
尹潽善	Yun Po-sun
伊顿公学	Eton College
越盾	Dong (monnaie)
解剖学治疗学及化学分类系统	Classification anatomique, thérapeutique et chimique
尹致昊	Yun Chi-ho
终结者3	Terminator 3 : Le Soulèvement des machines
北卡罗莱纳大学教堂山分校	Université de Caroline du Nord à Chapel Hill
我有一只梦	I have a dream
上海世博会	Exposition universelle de 2010
梦工厂	DreamWorks SKG
谢列梅捷沃国际机场	Aéroport de Moscou-Cheremetievo
麵	Nouille
瑞联银行	UBS
观世音	Avalokiteśvara
新曼谷国际机场	Aéroport de Bangkok-Suvarnabhumi
闸北区	District de Zhabei
张爱玲	Zhang Ailing
章太炎	Zhang Binglin
张道陵	Zhang Daoling
张居正	Zhang Juzheng
张家港	Zhangjiagang
浙江大学	Université de Zhejiang
郑洁	Zheng Jie
正阳门	Zhengyangmen
镇海区	District de Zhenhai
月饼	Gâteau de lune
周迅	Zhou Xun
诸暨	Zhuji
株洲市	Zhuzhou
壯學	Zhuangologie
中国人民解放军	Armée populaire de libération
辛格·旺楚克 (不丹国王)	Jigme Singye Wangchuck
利尿药	Diurétique
毕升	Bi Sheng
华南虎	Tigre de Chine méridionale
巴黎大区高速铁路C线	Ligne C du RER d'Île-de-France
精神疾病诊断搭仔统计手冊	Manuel diagnostique et statistique des troubles mentaux
米尔克 (电影)	Harvey Milk (film)
高棉帝国	Empire khmer
狙击手	Sniper
鼻衄	Épistaxis
开脱•文斯莱脱	Kate Winslet
平均	Moyenne
斯里兰卡国家板球队	Équipe du Sri Lanka de cricket
富国机场	Aéroport de Phú Quốc
李商隐	Li Shangyin
曹操	Cao Cao
火山湖	Lac de cratère
水粉画	Gouache
拨人忽视个真相	Une vérité qui dérange
Isaac Hayes	Isaac Hayes
春武里府	Province de Chonburi
武夷山	Monts Wuyi
塔麻可吉电子小鸡	Tamagotchi
泰王国国歌	Phleng Chat
二氧化氮	Dioxyde d'azote
风月俏佳人	Pretty Woman
新台币	Nouveau dollar de Taïwan
混成词	Mot-valise
法国省份一览表	Territoires du royaume de France
BOINC	Berkeley Open Infrastructure for Network Computing
袁世凯	Yuan Shikai
袋鼠岛	Île Kangourou
泰拉 蕾	Tara Reid
氯化氢	Chlorure d'hydrogène
刘翔	Liu Xiang (athlétisme)
蒙古人民共和国	République populaire mongole
DTD	Document Type Definition
开脱•末斯	Kate Moss
娜塔莎·李察遜	Natasha Richardson
三聚氰胺	Mélamine
高隆皮亚国家足球队	Équipe de Colombie de football
莫尼卡-莱温斯基	Monica Lewinsky
雷曼兄弟公司	Lehman Brothers
大使馆	Mission diplomatique
喫	Alimentation
金奎植	Kim Kyu-Sik
IPod Shuffle	IPod shuffle
泼水节	Songkran
7-Zip	7-Zip
洋油盏	Lampe à pétrole
Julius Pokorny	Julius Pokorny
南沙群岛	Îles Spratleys
湘潭市	Xiangtan
费加罗报 (法国)	Le Figaro
汽车旅馆	Motel
垃圾桶	Poubelle
金刚 (电影)	King Kong
泻药	Laxatif
海龜	Tortue marine
老鼠会	Système de Ponzi
赌城风云 (电影)	Casino (film)
化学品登记、评估、准许搭限制法规	Enregistrement, évaluation et autorisation des produits chimiques
学科	Liste des disciplines scientifiques
ش	Shīn
性用品商店	Sex shop
ISO/IEC 8859	ISO 8859
关公	Guan Yu
ف	Fāʾ
龟	Tortue
东方明珠	Perle de l'Orient
国际足联世界冠军俱乐部杯赛	Coupe du monde des clubs de la FIFA
卢旺达旅馆	Hôtel Rwanda (film, 2004)
重见日头 (1996年电影)	Daylight (film, 1996)
苹果 (消歧义)	Apple (homonymie)
Isla Fisher	Isla Fisher
石泰凡妮 莱斯	Stephanie Rice
印度空间研究组织	Organisation indienne pour la recherche spatiale
酱油	Sauce de soja
新山	Johor Bahru
Euro	Euro (homonymie)
MT	MT
泰-老友谊大桥二号桥	Deuxième pont de l'amitié lao-thaïlandaise
国富论	Recherches sur la nature et les causes de la richesse des nations
清迈府	Province de Chiang Mai
蔡英文	Tsai Ing-wen
宋卡府	Province de Songkhla
平年	Année commune
玫瑰人生 (2007年电影)	La Môme
沙吞府	Province de Satun
泰文字母表	Alphasyllabaire thaï
清莱府	Province de Chiang Rai
拉廊府	Province de Ranong
披集府	Province de Phichit
We Are the Champions	We Are the Champions
九龙	Kowloon
末尔悬岩	Falaises de Moher
IT狂人	The IT Crowd
北榄坡府	Province de Nakhon Sawan
碧差汶府	Province de Phetchabun
普吉国际机场	Aéroport international de Phuket
抗心律失常药	Antiarythmique
陈艳青	Chen Yanqing
2008年欧洲足球冠军赛	Championnat d'Europe de football 2008
五代十国	Période des Cinq Dynasties et des Dix Royaumes
森理世	Riyo Mori
QED	QED
索马里内战	Guerre civile somalienne
沙马	Samak Sundaravej
金砖国家	Brésil, Russie, Inde, Chine et Afrique du Sud
安纳乍能府	Province d'Amnat Charoen
董里府	Province de Trang
博他仑府	Province de Phattalung
血色将至	There Will Be Blood
乌泰他尼府	Province d'Uthai Thani
新北市	Nouveau Taipei
臺中市	Taichung
真爱个火焰 (印度电影)	Devdas (film, 2002)
他拉嘞共 (维克多利亚)	Traralgon
口令伍德澳式足球队	Collingwood Football Club
新竹市	Hsinchu
王力宏	Wang Lee-hom
轰炸机澳洲式足球队	Essendon Football Club
鹅	Oie domestique
年号	Nianhao
高丽航空	Air Koryo
环球银行金融电信协会	Society for Worldwide Interbank Financial Telecommunication
Motorola	Motorola
赛义巴巴	Shirdi Sai Baba
欧洲足球冠军赛	Championnat d'Europe de football
汽水	Eau gazeuse
天狼星号油轮	Sirius Star
三沙市	Sansha
保合多伽勒国家足球队	Équipe du Portugal de football
车路	Route publique
苏梅岛	Ko Samui
爱尔兰镑	Livre irlandaise
陈冯富珍	Margaret Chan
中岛美嘉	Mika Nakashima
Lauren Jackson	Lauren Jackson
安娜 米亚里斯	Anna Meares
Prapawadee Jaroenrattanatarakoon	Prapawadee Jaroenrattanatarakoon
邓亚萍	Deng Yaping
里斯班斯 齐凯脱	Libby Trickett
西跋榭滴	Shilpa Shetty
石泰凡妮 孛朗	Stephanie Brown Trafton
Melissa Etheridge	Melissa Etheridge
陈冲	Joan Chen
陈若琳 (运动员)	Chen Ruolin
Jennifer Hawkins	Jennifer Hawkins
张柏芝	Cecilia Cheung
Sheryl Swoopes	Sheryl Swoopes
Pamela Jelimo	Pamela Jelimo
挪威公主阿斯特丽德	Astrid de Norvège
莱索尔 强斯	Leisel Jones
汤唯	Tang Wei
陈慧琳	Kelly Chen
诗丽黛玮	Sridevi
郭晶晶	Guo Jingjing
陈燮霞	Chen Xiexia
头孢菌素	Céphalosporine
沙没巴干府	Province de Samut Prakan
呵叻府	Province de Nakhon Ratchasima
藏羚羊	Antilope du Tibet
生个利亚酒	Sangria
浮罗交怡	Langkawi
攀牙府	Province de Phang Nga
馅饼统计图	Diagramme circulaire
艾管里	Écully
抗酸剂	Antiacide
早稻田大学	Université Waseda
吴 (三国)	Royaume de Wu
氯霉素	Chloramphénicol
猜也贲府	Province de Chaiyaphum
计程车3	Taxi 3
英特尔砂桥	Sandy Bridge
马肖·米切姆	Matthew Mitcham
耶莲娜	Jelena Dokić
甲骨文财软	Oracle Financial Services Software
重组DNA	Acide désoxyribonucléique recombinant
海宁市	Haining
硫酸镁	Sulfate de magnésium
拉喇·杜打	Lara Dutta
汽车租赁	Location de voiture
ک	Kāf
ل	Lām
م	Mīm
ن	Nūn
澳大利亚搭新西兰军团纪念日	Journée de l'ANZAC
ANZ大球场	ANZ Stadium
杨玉环	Yang Guifei
素拉育	Surayud Chulanont
颂猜·旺沙瓦	Somchai Wongsawat
地帕·漫它	Deepa Mehta
拍凤裕庭 (泰国将军)	Phot Phahonyothin
奥特莱•导都	Audrey Tautou
Β－内酰胺类抗生素	Antibiotique bêta-lactamine
金城武	Takeshi Kaneshiro
周星驰	Stephen Chow
EXist	EXist
WHO	Who (Unix)
多尼尔228	Dornier Do 228
孙权	Sun Quan
蒋经国	Chiang Ching-kuo
墨尔本胜利	Melbourne Victory Football Club
纳维语	Langue na'vi
Al Burj大厦 (迪拜)	Nakheel Tower
神舟七号飞船	Shenzhou 7
鬼勒耳朵边头讲	Ghost Whisperer
Grant George Hackett	Grant Hackett
松浦晃一郎	Kōichirō Matsuura
茄特 艾勒麦勒	Gad Elmaleh
韩愈	Han Yu
梁朝伟	Tony Leung Chiu-wai
丁俊晖	Ding Junhui
澳大利亚总理	Premier ministre d'Australie
王安石	Wang Anshi
投资银行	Banque d'investissement
徐載弼	Philip Jaisohn
阿宾拿夫 宾德拉	Abhinav Bindra
巴真府	Province de Prachinburi
精工表	Seiko
杭州灣大橋	Pont de la baie de Hangzhou
武里喃府	Province de Buriram
坤敬府	Province de Khon Kaen
德国无线通信	T-Mobile
廊开府	Province de Nong Khai
基斯孔哈拉斯	Kiskunhalas
日本中央银行	Banque du Japon
Raja Ravi Varma	Ravi Varmâ
李自成	Li Zicheng
哈桑式火箭弹	Roquette Qassam
林语堂	Lin Yutang
朴憲永	Pak Hon-yong
金枓捧	Kim Du-bong
龙仔厝府	Province de Samut Sakhon
信武里府	Province de Singburi
包拯	Bao Zheng
武昌起义	Soulèvement de Wuchang
镐立 (泰国)	Khao Lak
同心隆安足球俱乐部	Đồng Tâm Long An Football Club
Ad-hoc On-demand Distance Vector	Ad-hoc On-demand Distance Vector
教堂山	Chapel Hill
VOC	VOC
阿德来德联队	Adélaïde United Football Club
芜湖市	Wuhu
安庆市	Anqing
亳州市	Bozhou
上饶	Shangrao
冯玉祥	Feng Yuxiang
佛历	Calendrier bouddhiste
银河处女	Virgin Galactic
2007年加沙地带争夺战	Prise de Gaza de juin 2007
新兴工业国家	Nouveaux pays industrialisés
李鸿章	Li Hongzhang
塞杜沙里夫	Saidu Sharif
中秋节	Fête de la mi-automne
元均	Won Gyun
邓散木	Deng Sanmu
浅野忠信	Tadanobu Asano
炳·廷素拉暖	Prem Tinsulanonda
陈冠希	Edison Chen
以蒙 苏里房	Eamon Sullivan
雷锋	Lei Feng
梁启超	Liang Qichao
多尔衮	Dorgon
素可泰府	Province de Sukhothaï
卡茂尔·哈珊	Kamal Haasan
彭德怀	Peng Dehuai
依善	Isan
紫峰大厦	Zifeng Tower
姚文元	Yao Wenyuan
海上花 (电影)	Les Fleurs de Shanghai
宁国	Ningguo
Khao Yai National Park	Parc national de Khao Yai
应召女郎个秘密日记	Journal intime d'une call girl
斯瓦特县	District de Swat
悉尼晨锋报	The Sydney Morning Herald
The quick brown fox jumps over the lazy dog	The quick brown fox jumps over the lazy dog
TCL	TCL
静安寺	Temple de Jing'an
金牌	Médaille d'or (sport)
亚洲航空	AirAsia
秋叶原	Akihabara
徐光启	Xu Guangqi
强心苷	Digitalique
SDS	Laurylsulfate de sodium
四环素类抗生素	Cyclines (antibiotiques)
大环内酯类抗生素	Macrolide
恒生指数	Hang Seng Index
喹诺酮	Quinolone
靖江	Jingjiang
新苏格兰银行	Banque Scotia
Моа	Dinornithidae
掸邦	État Shan
1976年河北唐山大地震	Séisme de 1976 à Tangshan
上海地铁	Métro de Shanghai
以色列空军	Force aérienne et spatiale israélienne
玩转身前事	Sans plus attendre
秋瑾	Qiu Jin
崇礼门	Sungnyemun
伍丽群	Melissa Wu
阿嘞伽莎拉	Rakia Al-Gassra
嫦娥	Chang'e
孛里盎妮 高尔	Briony Cole
羅蕙錫	Na Hye-sok
安娜 孛莱	Anna Bligh
迪温·布朗	Divine Brown
钟欣桐	Gillian Chung
Liudmila Blonska	Lyudmyla Blonska
吴三桂	Wu Sangui
孙休	Sun Xiu
孙皓	Sun Hao
孙亮	Sun Liang
宋吉 (拳手)	Somjit Jongjohor
韩寒	Han Han
滑水	Ski nautique
泰国人	Thaïs (peuple)
亚罗士打	Alor Setar
挽腊茫郡	Amphoe Bang Lamung
博拉碧湖	Bueng Boraphet
國際馬術聯合會	Fédération équestre internationale
世界佛教徒聯誼會	Organisation mondiale des bouddhistes
新山一国际机场	Aéroport international de Tân Sơn Nhất
宏碁电脑	Acer (entreprise)
运动场	Stade
圣保罗地铁	Métro de São Paulo
亚运会	Jeux asiatiques
捷克国家足球队	Équipe de République tchèque de football
朝鲜族	Coréens
吕克·贝松	Luc Besson
俞吉濬	Yu Kil-chun
Tesco	Tesco
萨尔浒之战	Bataille de Sarhu
傲游浏览器	Maxthon
供应链管理	Gestion de la chaîne logistique
金明淳	Kim Myeong-sun
李爱情	Lee Ae-jung
文武王	Munmu
金来沅	Kim Rae-won
复旦大学	Université Fudan
仁川地铁	Métro d'Incheon
李光洙	Yi Kwang-su
朴重陽	Park Jung-yang
六方会谈	Pourparlers à six
奶粉	Lait en poudre
班地戈 (维克多利亚)	Bendigo
朝鲜核问题	Armes nucléaires en Corée du Nord
韩国放送公社	Korean Broadcasting System
莎阿南	Shah Alam
玉山	Yu Shan
雜合子	Hétérozygote
泰文数字	Numération thaïe
西湖	Lac de l'Ouest
澳大利亚日	Australia Day
大屿山	Île de Lantau
60秒惊天动地	60 secondes chrono (film)
伊斯兰祈愿团	Jemaah Islamiyah (Indonésie)
Andry Laffita	Andry Laffita
冈片山	Monts Grampians (Australie)
中庸	Zhong Yong
德文语法	Grammaire allemande
温岭	Wenling
上海交通大學	Université Jiao-tong de Shanghai
输入法	Méthode d'entrée
托忒蒙古文	Todo bitchig
卡卡	Kaká
弗灭个灯	There Is a Light That Never Goes Out
南印度	Inde du Sud
柏林宣言	Déclaration à l'occasion du 50e anniversaire de la signature du traité de Rome
安吉	Xian d'Anji
视力	Acuité visuelle
星期四岛	Île Thursday
陈英雄	Trần Anh Hùng
徐志摩	Xu Zhimo
趙元任	Chao Yuen Ren
沈约	Shen Yue
IBM	IBM (homonymie)
巴彦淖尔	Bayannuur
稷下學宮	Académie Jixia
抗糖尿病药	Antidiabétique
抗高血压药	Antihypertenseur
抗真菌药	Antimycosique
岳庙	Temple de Yue Fei
南京路	Rue de Nankin
意大利杂菜汤	Minestrone
算筹	Numération à bâtons
咳嗽药	Antitussif
搿连乃尔河 (维克多利亚)	Glenelg River
罗得乃斯脱岛	Rottnest Island
花岗岩岛 (澳大利亚)	Granite Island
海峡两岸关系	Relations transdétroit
萨萌妲，哦哟	Samantha oups !
萧山	District de Xiaoshan
世界大婶	Mrs. World
SourceWatch	SourceWatch
泰国旅游	Tourisme en Thaïlande
琅琴表	Longines
醴陵市	Liling
八桂學派	École d'Bagui
奠边府战役	Bataille de Diên Biên Phu
帕克斯 (新南威尔士州)	Parkes (ville)
窝同搿 (维克多利亚)	Wodonga
如东	Xian de Rudong
正大集团	Charoen Pokphand
List of Thailand cities	Villes de Thaïlande
法拉备拉矮马	Falabella
甲米机场	Aéroport de Krabi
水 (2005年电影)	Water (film)
西非国家中央银行	Banque centrale des États de l'Afrique de l'Ouest
依夫城堡	Château d'If
皮蛋	Œuf de cent ans
庐山	Mont Lu
必和必拓矿业公司	BHP Billiton
零假设	Hypothèse nulle
电脑语言	Langage informatique
世纪报	The Age
霍元甲 (电影)	Le Maître d'armes (film, 2006)
布鲁塞尔皇宫	Palais royal de Bruxelles
饺子	Jiaozi
山猜 拉蒂伐塔娜	Sanchai Ratiwatana
乃米湖	Lac de Nemi
Ulladulla (新南威尔士)	Ulladulla
原子彈	Bombe A
黄浦区	District de Huangpu (Shanghai)
长宁区	District de Changning (Shanghai)
广州地铁	Métro de Canton
静安区	District de Jing'an
普陀区 (上海)	District de Putuo (Shanghai)
虹口区	District de Hongkou
杨浦区	District de Yangpu
闵行区	District de Minhang
宝山区 (上海)	District de Baoshan
嘉定区	District de Jiading
金山区 (上海市)	District de Jinshan
松江区	District de Songjiang
青浦区	District de Qingpu (Shanghai)
奉贤区	District de Fengxian
性旅游者	Tourisme sexuel
卡里平	Caraïbes
教堂山 (北卡罗来纳州)	Chapel Hill (Caroline du Nord)
启德机场	Aéroport international Kai Tak
昆剧	Kunqu
意大利国家足球队	Équipe d'Italie de football
国际先驱论坛报	International New York Times
卡隆巴 (澳大利亚)	Karumba
流亡政府	Gouvernement en exil
发声态	Phonation
海门市	Haimen
日本色情业	Pornographie au Japon
中文数字大写	Numération chinoise
南京大學	Université de Nankin
輔仁大學	Université catholique Fu-Jen
号子	Cellule de prison
鹰式教练机	BAe Hawk
搿连搭罗格 (爱尔兰)	Glendalough
快门	Obturateur
国产凌凌漆	Bons baisers de Pékin
白朗	Blaupunkt
Shooting Dogs	Shooting Dogs
金刚	Vajra
谥号	Nom posthume
吴佩孚	Wu Peifu
吴敬梓	Wu Jingzi
四庫全書	Siku Quanshu
杭州湾	Baie de Hangzhou
魏忠贤	Wei Zhongxian
市区	Région urbaine
小笼馒头	Xiaolongbao
网球王子	Prince du tennis
段祺瑞	Duan Qirui
中国医药大学	Université médicale chinoise (Taïwan)
中法战争	Guerre franco-chinoise
台湾高速铁路	Ligne à grande vitesse de Taïwan
Twins	Twins (groupe)
庙号	Nom de temple
刘嘉玲	Carina Lau
潘迪华	Rebecca Pan
台湾问题	Statut de Taïwan
汤恩伯	Tang Enbo
张謇	Zhang Jian (homme politique)
王晶	Wong Jing
陈仪	Chen Yi (Kuomintang)
溫州話	Wenzhou (langue)
启东	Qidong
奉化市	Fenghua
西德	Allemagne de l'Ouest
油条	You Tiao
蔡卓妍	Charlene Choi
陈良宇	Chen Liangyu
春卷	Rouleau de printemps
袁崇焕	Yuán Chónghuàn
金塘岛	Île de Jintang
春晓气油田	Chunxiao
杨采妮	Charlie Yeung
林世荣	Lin Shirong
沼蛙	Hylarana guentheri
林凤娇	Joan Lin Feng-Jiao
攀牙湾	Baie de Phang Nga
色，戒	Lust, Caution
鲸体爆炸事件	Explosion de baleine
中子彈	Bombe à neutrons
澳大利亚电信公司	Telstra
金坛	Jintan
上海申花足球俱乐部	Shanghai Greenland Shenhua
